52 ,48 ,60 ,124 ,84 ,44 ,36 ,40 ,48 ,44 ,56 ,116 ,124 ,56 ,40 ,44 ,48 ,36 ,36 ,112 ,128 ,60 ,40 ,36 ,40 ,40 ,52 ,112 ,128 ,56 ,36 ,28 ,52 ,48 ,56 ,132 ,124 ,52 ,40 ,32 ,56 ,60 ,92 ,132 ,128 ,56 ,44 ,40 ,68 ,80 ,120 ,128 ,124 ,100 ,92 ,72 ,88 ,112 ,120 ,124 ,128 ,140 ,132 ,112 
44 ,48 ,48 ,112 ,92 ,40 ,48 ,28 ,48 ,44 ,56 ,116 ,132 ,68 ,40 ,32 ,40 ,36 ,52 ,104 ,132 ,68 ,44 ,48 ,36 ,40 ,48 ,108 ,124 ,60 ,40 ,32 ,48 ,44 ,56 ,128 ,124 ,56 ,40 ,28 ,56 ,60 ,92 ,136 ,120 ,56 ,52 ,44 ,72 ,92 ,116 ,128 ,120 ,96 ,88 ,68 ,80 ,108 ,124 ,136 ,132 ,132 ,136 ,108 
52 ,44 ,60 ,116 ,92 ,48 ,40 ,44 ,44 ,44 ,56 ,116 ,124 ,60 ,48 ,36 ,40 ,40 ,44 ,112 ,132 ,60 ,44 ,36 ,44 ,40 ,56 ,112 ,136 ,56 ,36 ,36 ,48 ,48 ,60 ,128 ,124 ,56 ,48 ,32 ,68 ,64 ,88 ,144 ,120 ,60 ,44 ,32 ,72 ,96 ,120 ,128 ,112 ,92 ,84 ,60 ,84 ,104 ,124 ,136 ,132 ,124 ,128 ,112 
40 ,48 ,56 ,120 ,88 ,48 ,36 ,36 ,36 ,48 ,56 ,116 ,124 ,52 ,40 ,36 ,40 ,44 ,44 ,112 ,132 ,60 ,48 ,36 ,44 ,44 ,52 ,116 ,128 ,60 ,36 ,36 ,48 ,52 ,64 ,132 ,116 ,56 ,44 ,32 ,56 ,56 ,96 ,140 ,120 ,52 ,40 ,44 ,68 ,92 ,116 ,128 ,120 ,92 ,72 ,56 ,76 ,112 ,120 ,136 ,132 ,124 ,128 ,108 
44 ,48 ,64 ,116 ,84 ,48 ,32 ,40 ,32 ,48 ,48 ,116 ,120 ,56 ,40 ,36 ,36 ,36 ,44 ,112 ,124 ,64 ,40 ,32 ,44 ,40 ,48 ,116 ,128 ,52 ,36 ,32 ,44 ,40 ,52 ,132 ,116 ,44 ,40 ,28 ,64 ,56 ,92 ,132 ,120 ,52 ,36 ,36 ,64 ,92 ,116 ,124 ,108 ,92 ,84 ,52 ,80 ,112 ,128 ,128 ,124 ,128 ,132 ,108 
52 ,48 ,60 ,116 ,92 ,52 ,44 ,32 ,44 ,48 ,52 ,120 ,124 ,56 ,44 ,40 ,48 ,48 ,48 ,116 ,132 ,68 ,40 ,40 ,48 ,40 ,48 ,108 ,124 ,56 ,44 ,28 ,44 ,48 ,64 ,128 ,116 ,48 ,48 ,32 ,60 ,56 ,96 ,140 ,124 ,52 ,52 ,32 ,80 ,88 ,116 ,128 ,124 ,104 ,92 ,68 ,76 ,108 ,120 ,132 ,136 ,132 ,128 ,112 
48 ,48 ,52 ,116 ,92 ,48 ,36 ,36 ,36 ,48 ,56 ,120 ,120 ,56 ,36 ,48 ,40 ,44 ,44 ,108 ,132 ,60 ,36 ,36 ,48 ,44 ,48 ,116 ,128 ,60 ,40 ,36 ,44 ,52 ,64 ,132 ,128 ,48 ,48 ,36 ,64 ,64 ,100 ,132 ,124 ,52 ,52 ,40 ,80 ,88 ,120 ,124 ,120 ,96 ,84 ,68 ,76 ,108 ,124 ,132 ,136 ,128 ,128 ,112 
52 ,48 ,52 ,116 ,80 ,48 ,28 ,44 ,44 ,52 ,64 ,120 ,124 ,56 ,40 ,40 ,44 ,44 ,44 ,108 ,128 ,68 ,44 ,40 ,44 ,40 ,44 ,112 ,124 ,60 ,32 ,36 ,52 ,48 ,60 ,136 ,124 ,56 ,48 ,36 ,60 ,68 ,88 ,140 ,124 ,60 ,48 ,44 ,76 ,92 ,120 ,128 ,128 ,96 ,92 ,76 ,88 ,112 ,124 ,136 ,136 ,132 ,128 ,112 
44 ,48 ,56 ,112 ,88 ,48 ,32 ,40 ,36 ,44 ,56 ,116 ,128 ,60 ,36 ,36 ,40 ,36 ,44 ,104 ,128 ,68 ,40 ,28 ,44 ,40 ,48 ,112 ,128 ,56 ,40 ,32 ,32 ,48 ,60 ,124 ,116 ,48 ,40 ,24 ,52 ,56 ,88 ,132 ,120 ,52 ,48 ,48 ,68 ,84 ,116 ,120 ,124 ,104 ,100 ,72 ,64 ,108 ,120 ,132 ,140 ,128 ,128 ,108 
44 ,44 ,56 ,116 ,80 ,48 ,36 ,40 ,40 ,48 ,56 ,112 ,124 ,52 ,44 ,32 ,40 ,36 ,44 ,100 ,132 ,64 ,48 ,40 ,44 ,48 ,60 ,104 ,132 ,60 ,36 ,40 ,48 ,48 ,60 ,128 ,124 ,56 ,44 ,40 ,52 ,64 ,92 ,132 ,128 ,56 ,52 ,44 ,76 ,84 ,124 ,132 ,120 ,100 ,104 ,80 ,84 ,112 ,124 ,132 ,136 ,136 ,132 ,116 
48 ,44 ,56 ,116 ,80 ,48 ,36 ,32 ,48 ,52 ,48 ,112 ,120 ,60 ,44 ,36 ,44 ,44 ,48 ,112 ,132 ,64 ,36 ,40 ,48 ,40 ,52 ,108 ,124 ,60 ,48 ,28 ,44 ,44 ,60 ,136 ,120 ,52 ,44 ,32 ,60 ,72 ,92 ,132 ,132 ,56 ,52 ,40 ,76 ,88 ,116 ,120 ,124 ,108 ,100 ,96 ,68 ,104 ,124 ,132 ,136 ,136 ,132 ,112 
48 ,52 ,60 ,116 ,84 ,44 ,44 ,40 ,48 ,44 ,56 ,120 ,120 ,52 ,44 ,32 ,44 ,44 ,40 ,112 ,132 ,56 ,44 ,36 ,36 ,44 ,48 ,112 ,132 ,64 ,44 ,40 ,52 ,44 ,64 ,132 ,120 ,60 ,44 ,36 ,72 ,60 ,100 ,136 ,124 ,52 ,52 ,40 ,72 ,88 ,112 ,124 ,116 ,108 ,104 ,76 ,76 ,104 ,120 ,136 ,136 ,128 ,132 ,120 
40 ,44 ,52 ,120 ,84 ,48 ,36 ,40 ,40 ,40 ,52 ,120 ,120 ,56 ,36 ,36 ,40 ,40 ,44 ,108 ,128 ,56 ,44 ,36 ,40 ,40 ,56 ,108 ,120 ,52 ,40 ,40 ,44 ,44 ,64 ,132 ,116 ,56 ,40 ,28 ,56 ,64 ,92 ,132 ,116 ,56 ,40 ,44 ,76 ,92 ,116 ,128 ,120 ,104 ,100 ,76 ,84 ,104 ,120 ,120 ,136 ,132 ,132 ,108 
40 ,48 ,56 ,120 ,80 ,48 ,36 ,32 ,48 ,44 ,56 ,124 ,128 ,60 ,44 ,40 ,44 ,40 ,44 ,112 ,132 ,68 ,40 ,40 ,44 ,48 ,52 ,120 ,128 ,60 ,36 ,40 ,52 ,48 ,60 ,132 ,120 ,52 ,40 ,32 ,64 ,68 ,88 ,140 ,124 ,52 ,44 ,40 ,68 ,96 ,124 ,128 ,120 ,96 ,92 ,72 ,84 ,116 ,124 ,136 ,140 ,132 ,132 ,104 
